den=0.005_d=1.1_e=15._a=1.1592794807274085_arms=3	101.54912975632591	1.4
den=0.005_d=1.2_e=15._a=1.1592794807274085_arms=3	111.70404273195851	1.54
den=0.005_d=1.3_e=15._a=1.1592794807274085_arms=3	121.85895570759108	1.68
den=0.005_d=1.4_e=15._a=1.1592794807274085_arms=3	132.01386868322368	1.8199999999999998
den=0.005_d=1.5_e=15._a=1.1592794807274085_arms=3	142.16878165885626	1.9599999999999997
den=0.005_d=1.6_e=15._a=1.1592794807274085_arms=3	152.32369463448885	2.0999999999999996
den=0.005_d=1.7_e=15._a=1.1592794807274085_arms=3	162.47860761012146	2.2399999999999998
den=0.005_d=1.8_e=15._a=1.1592794807274085_arms=3	172.63352058575404	2.38
den=0.005_d=1.9_e=15._a=1.1592794807274085_arms=3	182.78843356138663	2.52
den=0.005_d=1._e=15._a=1.1592794807274085_arms=3	192.9433465370192	2.6599999999999997
den=0.005_d=2.1_e=15._a=1.1592794807274085_arms=3	203.0982595126518	2.8
den=0.005_d=2.2_e=15._a=1.1592794807274085_arms=3	213.2531724882844	2.94
den=0.005_d=2.3_e=15._a=1.1592794807274085_arms=3	223.408085463917	3.08
den=0.005_d=2.4_e=15._a=1.1592794807274085_arms=3	233.56299843954955	3.2199999999999998
den=0.005_d=2.5_e=15._a=1.1592794807274085_arms=3	243.7179114151822	3.3600000000000003
den=0.005_d=2.6_e=15._a=1.1592794807274085_arms=3	253.87282439081474	3.5
den=0.005_d=2.7_e=15._a=1.1592794807274085_arms=3	264.02773736644735	3.6399999999999997
den=0.005_d=2.8_e=15._a=1.1592794807274085_arms=3	274.18265034207997	3.78
den=0.005_d=2.9_e=15._a=1.1592794807274085_arms=3	284.33756331771247	3.9199999999999995
den=0.005_d=2._e=15._a=1.1592794807274085_arms=3	294.49247629334513	4.0600000000000005
den=0.005_d=3._e=15._a=1.1592794807274085_arms=3	304.6473892689777	4.199999999999999
