0.001	1.	12.	1.1592794807274085	3
0.001	1.	12.	1.1592794807274085	4
0.001	1.	12.	1.0471975511965979	3
0.001	1.	12.	1.0471975511965979	4
0.001	1.	12.	0.9272952180016123	3
0.001	1.	12.	0.9272952180016123	4
0.001	1.	15.	1.1592794807274085	3
0.001	1.	15.	1.1592794807274085	4
0.001	1.	15.	1.0471975511965979	3
0.001	1.	15.	1.0471975511965979	4
0.001	1.	15.	0.9272952180016123	3
0.001	1.	15.	0.9272952180016123	4
0.001	2.	12.	1.1592794807274085	3
0.001	2.	12.	1.1592794807274085	4
0.001	2.	12.	1.0471975511965979	3
0.001	2.	12.	1.0471975511965979	4
0.001	2.	12.	0.9272952180016123	3
0.001	2.	12.	0.9272952180016123	4
0.001	2.	15.	1.1592794807274085	3
0.001	2.	15.	1.1592794807274085	4
0.001	2.	15.	1.0471975511965979	3
0.001	2.	15.	1.0471975511965979	4
0.001	2.	15.	0.9272952180016123	3
0.001	2.	15.	0.9272952180016123	4
0.001	3.	12.	1.1592794807274085	3
0.001	3.	12.	1.1592794807274085	4
0.001	3.	12.	1.0471975511965979	3
0.001	3.	12.	1.0471975511965979	4
0.001	3.	12.	0.9272952180016123	3
0.001	3.	12.	0.9272952180016123	4
0.001	3.	15.	1.1592794807274085	3
0.001	3.	15.	1.1592794807274085	4
0.001	3.	15.	1.0471975511965979	3
0.001	3.	15.	1.0471975511965979	4
0.001	3.	15.	0.9272952180016123	3
0.001	3.	15.	0.9272952180016123	4
0.001	4.	12.	1.1592794807274085	3
0.001	4.	12.	1.1592794807274085	4
0.001	4.	12.	1.0471975511965979	3
0.001	4.	12.	1.0471975511965979	4
0.001	4.	12.	0.9272952180016123	3
0.001	4.	12.	0.9272952180016123	4
0.001	4.	15.	1.1592794807274085	3
0.001	4.	15.	1.1592794807274085	4
0.001	4.	15.	1.0471975511965979	3
0.001	4.	15.	1.0471975511965979	4
0.001	4.	15.	0.9272952180016123	3
0.001	4.	15.	0.9272952180016123	4
0.005	1.	12.	1.1592794807274085	3
0.005	1.	12.	1.1592794807274085	4
0.005	1.	12.	1.0471975511965979	3
0.005	1.	12.	1.0471975511965979	4
0.005	1.	12.	0.9272952180016123	3
0.005	1.	12.	0.9272952180016123	4
0.005	1.	15.	1.1592794807274085	3
0.005	1.	15.	1.1592794807274085	4
0.005	1.	15.	1.0471975511965979	3
0.005	1.	15.	1.0471975511965979	4
0.005	1.	15.	0.9272952180016123	3
0.005	1.	15.	0.9272952180016123	4
0.005	2.	12.	1.1592794807274085	3
0.005	2.	12.	1.1592794807274085	4
0.005	2.	12.	1.0471975511965979	3
0.005	2.	12.	1.0471975511965979	4
0.005	2.	12.	0.9272952180016123	3
0.005	2.	12.	0.9272952180016123	4
0.005	2.	15.	1.1592794807274085	3
0.005	2.	15.	1.1592794807274085	4
0.005	2.	15.	1.0471975511965979	3
0.005	2.	15.	1.0471975511965979	4
0.005	2.	15.	0.9272952180016123	3
0.005	2.	15.	0.9272952180016123	4
0.005	3.	12.	1.1592794807274085	3
0.005	3.	12.	1.1592794807274085	4
0.005	3.	12.	1.0471975511965979	3
0.005	3.	12.	1.0471975511965979	4
0.005	3.	12.	0.9272952180016123	3
0.005	3.	12.	0.9272952180016123	4
0.005	3.	15.	1.1592794807274085	3
0.005	3.	15.	1.1592794807274085	4
0.005	3.	15.	1.0471975511965979	3
0.005	3.	15.	1.0471975511965979	4
0.005	3.	15.	0.9272952180016123	3
0.005	3.	15.	0.9272952180016123	4
0.005	4.	12.	1.1592794807274085	3
0.005	4.	12.	1.1592794807274085	4
0.005	4.	12.	1.0471975511965979	3
0.005	4.	12.	1.0471975511965979	4
0.005	4.	12.	0.9272952180016123	3
0.005	4.	12.	0.9272952180016123	4
